Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48166736,2020,November,Evening,18,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226.0,470 OCEAN AVENUE,OCEAN AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,14 BROOKLYN,3050800024.0,BROOKLYN,994992.0,176618.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.651445766649644,-73.961287685404,"(40.65144576664965, -73.961287685404)"
48166737,2020,November,Evening,17,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460.0,1470 TAYLOR AVENUE,TAYLOR AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,09 BRONX,2039000033.0,BRONX,1021265.0,244157.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.8367522977154,-73.86623273386101,"(40.8367522977154, -73.86623273386101)"
48166738,2020,November,Evening,17,2020,November,Evening,17,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,nan,10305.0,14 WHITE STREET,WHITE STREET,nan,nan,nan,nan,ADDRESS,STATEN ISLAND,nan,nan,Closed,nan,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2020,November,Evening,0,01 STATEN ISLAND,5028580024.0,STATEN ISLAND,965911.0,162446.0,UNKNOWN,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.61253416401824,-74.06605207203005,"(40.61253416401824, -74.06605207203005)"
46062495,2020,April,Night,15,2020,April,Night,12,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Closed,nan,The Department of Parks and Recreation visited the location but could not find the tree condition you reported.,2020,April,Night,16,0 Unspecified,nan,Unspecified,nan,nan,UNKNOWN,Unspecified,Unspecified,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47912422,2020,October,Evening,13,2020,October,Evening,14,DHS,Department of Homeless Services,Homeless Person Assistance,nan,nan,10001.0,312 WEST   34 STREET,WEST   34 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   34 STREET,nan,Closed,nan,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2020,October,Evening,14,04 MANHATTAN,1007570022.0,MANHATTAN,985874.0,213420.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.75246498456307,-73.99413850914023,"(40.75246498456307, -73.99413850914024)"
48166741,2020,November,Evening,16,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458.0,2420 PROSPECT AVENUE,PROSPECT AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,18,06 BRONX,2031150009.0,BRONX,1016806.0,250583.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85440732753236,-73.8823157445973,"(40.85440732753236, -73.8823157445973)"
48166742,2020,November,Evening,19,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,4500 BROADWAY,BROADWAY,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,10,12 MANHATTAN,1021700083.0,MANHATTAN,1003080.0,251889.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.85803185007194,-73.93192914204178,"(40.85803185007194, -73.93192914204178)"
48166746,2020,November,Evening,7,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11355.0,137-60 45 AVENUE,45 AVENUE,nan,nan,nan,nan,ADDRESS,Flushing,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,18,07 QUEENS,4051460036.0,QUEENS,1033345.0,212922.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.750961958057374,-73.82280566687267,"(40.750961958057374, -73.82280566687267)"
48166747,2020,November,Evening,14,2020,November,Evening,7,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452.0,80 WEST  170 STREET,WEST  170 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,7,04 BRONX,2025060121.0,BRONX,1005789.0,245446.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84034153234989,-73.92215675123644,"(40.84034153234989, -73.92215675123643)"
48166750,2020,November,Evening,17,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220.0,430 61 STREET,61 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,17,07 BROOKLYN,3057910021.0,BROOKLYN,979210.0,172348.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.63973061905817,-74.01816010111664,"(40.63973061905817, -74.01816010111662)"
48166752,2020,November,Evening,11,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11219.0,919 43 STREET,43 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2020,November,Evening,19,12 BROOKLYN,3055950072.0,BROOKLYN,985136.0,173663.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.64334140162143,-73.99680739679127,"(40.64334140162143, -73.99680739679127)"
46062521,2020,April,Night,10,2020,April,Night,10,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11432.0,82-16 164 STREET,164 STREET,GOETHALS AVENUE,82 ROAD,GOETHALS AVENUE,82 ROAD,nan,JAMAICA,164 STREET,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,April,Night,14,08 QUEENS,nan,QUEENS,1038629.0,201185.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.71871595041182,-73.80382951018838,"(40.71871595041182, -73.80382951018838)"
48166753,2020,November,Evening,9,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456.0,1186 WASHINGTON AVENUE,WASHINGTON AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,18,03 BRONX,2023720011.0,BRONX,1009914.0,241906.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.830614236321296,-73.9072623065312,"(40.8306142363213, -73.90726230653118)"
48166754,2020,November,Evening,14,2020,November,Evening,8,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10461.0,1243 BRADFORD AVENUE,BRADFORD AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,8,10 BRONX,2053330068.0,BRONX,1031230.0,243944.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.83612028634736,-73.83022212735288,"(40.83612028634736, -73.83022212735288)"
48166755,2020,November,Evening,22,2020,November,Evening,8,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034.0,252 SHERMAN AVENUE,SHERMAN AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,8,12 MANHATTAN,1022270021.0,MANHATTAN,1006634.0,254849.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.86614785795822,-73.91907147592903,"(40.86614785795822, -73.91907147592903)"
48166758,2020,November,Evening,17,2020,November,Evening,2,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11369.0,32-40 101 STREET,101 STREET,nan,nan,nan,nan,ADDRESS,East Elmhurst,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,2,03 QUEENS,4016950026.0,QUEENS,1020912.0,215641.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75848520262488,-73.86766411206987,"(40.758485202624875, -73.86766411206987)"
48166759,2020,November,Evening,15,2020,November,Evening,8,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459.0,1343 PROSPECT AVENUE,PROSPECT AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,8,03 BRONX,2029680012.0,BRONX,1012627.0,241581.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.829713905000375,-73.8974601766034,"(40.829713905000375, -73.8974601766034)"
48166760,2020,November,Evening,6,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11236.0,105 EAST   86 STREET,EAST   86 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,18,17 BROOKLYN,3047460011.0,BROOKLYN,1006436.0,175497.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.64834759003899,-73.92004918817244,"(40.64834759003899, -73.92004918817243)"
48166766,2020,November,Evening,8,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,4500 BROADWAY,BROADWAY,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2020,November,Evening,18,12 MANHATTAN,1021700083.0,MANHATTAN,1003080.0,251889.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.85803185007194,-73.93192914204178,"(40.85803185007194, -73.93192914204178)"
48166767,2020,November,Evening,12,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031.0,135 HAMILTON PLACE,HAMILTON PLACE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2020,November,Evening,19,09 MANHATTAN,1020740033.0,MANHATTAN,998347.0,239484.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.82399257509468,-73.94906511057583,"(40.82399257509468, -73.94906511057583)"
47912440,2020,October,Evening,16,2020,October,Evening,17,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458.0,480 EAST  188 STREET,EAST  188 STREET,WASHINGTON AVENUE,BATHGATE AVENUE,WASHINGTON AVENUE,BATHGATE AVENUE,nan,BRONX,EAST  188 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,21,06 BRONX,2030570011.0,BRONX,1014570.0,251994.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85828805965668,-73.89039210329345,"(40.85828805965668, -73.89039210329346)"
48166770,2020,November,Evening,9,2020,November,Evening,11,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203.0,3613 AVENUE D,AVENUE D,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,11,17 BROOKLYN,3049530039.0,BROOKLYN,1000201.0,172934.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.64132613393516,-73.94252406388861,"(40.64132613393516, -73.94252406388861)"
48166771,2020,November,Evening,6,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225.0,2 STODDARD PLACE,STODDARD PLACE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,10,09 BROOKLYN,3013040024.0,BROOKLYN,996474.0,181731.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.66547790449218,-73.95593754526789,"(40.66547790449218, -73.95593754526789)"
48166772,2020,November,Evening,13,2020,November,Evening,20,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031.0,602 WEST  139 STREET,WEST  139 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,20,09 MANHATTAN,1020870038.0,MANHATTAN,997077.0,239055.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.822817027441815,-73.95365465854428,"(40.82281702744181, -73.95365465854428)"
48166773,2020,November,Evening,8,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,31 SHERMAN AVENUE,SHERMAN AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,19,12 MANHATTAN,1021740020.0,MANHATTAN,1004105.0,253608.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.86274774057615,-73.92821865422191,"(40.86274774057615, -73.9282186542219)"
48166779,2020,November,Evening,6,2020,November,Evening,9,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027.0,2035 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,9,10 MANHATTAN,1019060062.0,MANHATTAN,998128.0,233236.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.80684391338799,-73.94986931454459,"(40.80684391338799, -73.94986931454459)"
48166781,2020,November,Evening,17,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453.0,1661 GRAND AVENUE,GRAND AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,18,05 BRONX,2028660050.0,BRONX,1007830.0,248055.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84749725552148,-73.91477128411111,"(40.847497255521475, -73.91477128411111)"
48166783,2020,November,Evening,18,2020,November,Evening,2,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373.0,83-06 VIETOR AVENUE,VIETOR AVENUE,nan,nan,nan,nan,ADDRESS,Elmhurst,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,2,04 QUEENS,4015187502.0,QUEENS,1017046.0,209871.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.74266320977145,-73.881647025061,"(40.74266320977145, -73.881647025061)"
48166784,2020,November,Evening,6,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11222.0,49 INDIA STREET,INDIA STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,10,01 BROOKLYN,3025310033.0,BROOKLYN,995706.0,205948.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.731948937544715,-73.95866467519888,"(40.731948937544715, -73.95866467519888)"
48166785,2020,November,Evening,6,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235.0,2775 EAST   12 STREET,EAST   12 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,18,15 BROOKLYN,3087640028.0,BROOKLYN,996114.0,151870.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.583516220598966,-73.95728767934483,"(40.58351622059898, -73.95728767934483)"
46062565,2020,April,Night,1,2020,April,Night,1,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,nan,11368.0,37-09 103 STREET,103 STREET,37 AVENUE,39 AVENUE,37 AVENUE,39 AVENUE,nan,CORONA,103 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,5,03 QUEENS,4017690101.0,QUEENS,1021867.0,213595.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75286544866875,-73.8642283772688,"(40.75286544866875, -73.8642283772688)"
46685147,2020,June,Night,22,2020,June,Night,22,NYPD,New York City Police Department,Illegal Fireworks,nan,Street/Sidewalk,10471.0,3901 FIELDSTON ROAD,FIELDSTON ROAD,MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,nan,BRONX,FIELDSTON ROAD,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,June,Night,2,08 BRONX,2057810992.0,BRONX,1010307.0,263700.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.890431019548814,-73.90575746173425,"(40.890431019548814, -73.90575746173425)"
48166786,2020,November,Evening,14,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11229.0,1615 QUENTIN ROAD,QUENTIN ROAD,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,15 BROOKLYN,3067790042.0,BROOKLYN,996183.0,160935.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.60839772279964,-73.95702325668057,"(40.60839772279964, -73.95702325668057)"
48166787,2020,November,Evening,9,2020,November,Evening,2,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221.0,857 GREENE AVENUE,GREENE AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,2,03 BROOKLYN,3016150046.0,BROOKLYN,1002558.0,190809.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.69038446440396,-73.93398259205905,"(40.69038446440396, -73.93398259205904)"
48166788,2020,November,Evening,8,2020,November,Evening,13,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025.0,230 WEST  107 STREET,WEST  107 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,13,07 MANHATTAN,1018780047.0,MANHATTAN,993577.0,231311.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.8015662944046,-73.96631129715806,"(40.8015662944046, -73.96631129715804)"
48166791,2020,November,Evening,4,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459.0,1016 BRYANT AVENUE,BRYANT AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,17,02 BRONX,2027560006.0,BRONX,1015087.0,239417.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.82376610018471,-73.88858096230013,"(40.823766100184706, -73.88858096230013)"
47023436,2020,July,Night,2,2020,September,Morning,0,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,nan,10031.0,557 WEST  148 STREET,WEST  148 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2020,September,Morning,0,09 MANHATTAN,1020800005.0,MANHATTAN,998722.0,240870.0,UNKNOWN,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.827796143498176,-73.94770718175991,"(40.827796143498176, -73.9477071817599)"
47912506,2020,October,Evening,15,2020,October,Evening,16,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040.0,30 NAGLE AVENUE,NAGLE AVENUE,BENNETT AVENUE,ELLWOOD STREET,BENNETT AVENUE,ELLWOOD STREET,nan,NEW YORK,NAGLE AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,20,12 MANHATTAN,1021720072.0,MANHATTAN,1003677.0,252517.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.859754227509825,-73.92976915486484,"(40.859754227509825, -73.92976915486484)"
47912518,2020,October,Evening,16,2020,October,Evening,16,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10301.0,209 BENZIGER AVENUE,BENZIGER AVENUE,BISMARK AVENUE,JERSEY STREET,BISMARK AVENUE,JERSEY STREET,nan,STATEN ISLAND,BENZIGER AVENUE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,20,01 STATEN ISLAND,5000440045.0,STATEN ISLAND,960550.0,172259.0,ONLINE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.639456058909715,-74.0853953751317,"(40.639456058909715, -74.08539537513171)"
47023438,2020,July,Night,18,2020,August,Night,0,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,nan,10009.0,535 EAST   11 STREET,EAST   11 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2020,August,Night,0,03 MANHATTAN,1004050045.0,MANHATTAN,989551.0,204532.0,UNKNOWN,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.7280681943791,-73.98087414542462,"(40.7280681943791, -73.98087414542462)"
